1046103	01890984	2	130	D	LIF		A
1046416	01891444	3	UNK	UNK	LIF		A
1046802	01891997	1	085	UNK	LIF		A
1047237	01892642	2	065	UNK	LIF		A
1047690	01893305	3	095	UNK	DTE	2032-11-25 00:00:00.0000000	A
1047826	01893502	3	UNK	UNK	LIF		A
1049152	01895477	3	080	UNK	LIF		A
1049404	01895847	1	085	UNK	LIF		Q
1049420	01895871	2	095	UNK	LIF		Q
1049554	01896090	3	105	UNK	LIF		A
1051649	01899106	2	105	UNK	LIF		A
1051787	01899298	3	080	UNK	LIF		A
1052454	01900263	3	100	UNK	LIF		A
1052763	01900721	2	050	UNK	LIF		Q
1053607	01901955	2	110	UNK	DTE	2023-09-08 00:00:00.0000000	A
1054060	01902617	N	100	UNK	LIF		A
1054144	01902748	3	UNK	UNK	LIF		Q
1054924	01903887	1	UNK	UNK	LIF		A
1055354	01904533	3	110	UNK	LIF		A
1055990	01905465	2	UNK	UNK	LIF		A
1056384	01906047	3	UNK	UNK	LIF		Q
1056708	01906506	2	UNK	UNK	LIF		Q
1056800	01906642	2	080	UNK	LIF		A
1057957	01908280	3	080	UNK	LIF		Q
1059919	01911145	2	085	UNK	LIF		A
1059933	01911164	2	095	UNK	LIF		A
1060248	01911629	2	100	UNK	LIF		A
1060953	01912704	2	UNK	UNK	LIF		A
1060987	01912756	C	UNK	UNK	LIF		M
1061029	01912826	2	100	UNK	LIF		Q
1061134	01912971	1	130	D	LIF		A
1061212	01913118	N	UNK	UNK	LIF		A
1061572	01913676	N	110	D	LIF		A
1063187	01916088	C	085	UNK	LIF		M
1063345	01916295	N	UNK	UNK	LIF		Q
1063981	01917196	3	120	D	LIF		A
1064078	01917337	3	UNK	UNK	LIF		A
1065450	01919338	N	085	UNK	LIF		A
1065647	01919640	2	110	UNK	LIF		A
1065950	01920103	1	070	UNK	LIF		A
1066178	01920426	2	UNK	UNK	LIF		A
1066240	01920521	2	115	UNK	LIF		Q
1066420	01920758	N	085	UNK	LIF		A
1067140	01921797	N	105	UNK	LIF		A
1067169	01921840	2	110	UNK	LIF		A
